Title,Category,Sub-category,Post Text,URL
Dropping small packaging type? New packaging selection?,Amazon Custom,Amazon Custom Forum,Does any one know how this will affect our shipping?? and or how to set it up??,https://sellercentral.amazon.com/forums/t/dropping-small-packaging-type-new-packaging-selection/172552
"Customer said 2 pcs enough want refund,how can i solve?",Amazon Custom,Amazon Custom Forum,"Customer said 2 pcs enough,but order qty is 8 pcs and wants refund,how can i solve?",https://sellercentral.amazon.com/forums/t/customer-said-2-pcs-enough-want-refund-how-can-i-solve/170725
How long does it take for the custom button?,Amazon Custom,Amazon Custom Forum,"I just added a custom item. It is active and enabled, but the listing still does not have the “Customize now” button. How long does it usually take for that to appear?",https://sellercentral.amazon.com/forums/t/how-long-does-it-take-for-the-custom-button/162661
Setting Amazon Login on my website to import client products,Amazon Custom,Amazon Custom Forum,"I am working on getting everything together for our E-commerce website. I would like to add a feature for clients to import their Amazon products to our website (without CSV file or having the client having to grab that file) Can anyone point me in the right way? I know all major computer languages (Java, Html, C++, PHP, CSS, Ruby, Etc.) Any help would be greatly appreciated.",https://sellercentral.amazon.com/forums/t/setting-amazon-login-on-my-website-to-import-client-products/158638
Exporting the personalization data,Amazon Custom,Amazon Custom Forum,"I know when I click on Order Reports, that it will give me a csv file of everything in the order (all but the personalization). Does anybody know a way to get that without copy & paste? I’ve attached a screen shot of the needed info. Thanks Dave",https://sellercentral.amazon.com/forums/t/exporting-the-personalization-data/160063
Amazon Custom improvement comments,Amazon Custom,Amazon Custom Forum,"I was wondering if there was a particular e-mail address or place to provide suggestions / comments about Amazon Custom? We have a fairly large product set that would cater extremely well to the Custom program but currently there are some deal-breaking items that will prevent us from listing our products. Some are; Increase the limit of text print areas (currently 5). Due to the nature of our products and the way Amazon Custom handles font sizes, we need roughly 8 to 10 to work with the majority of our products. Allow for multiple photo uploads on a single surface. We offer photo collages which only work with this. Allow for font selection and font color PER text block. Our designs typically have multiple font styles within them and due to the background, the font color needs to change in areas to make sure the text is visible. Allow for both photo AND text blocks. Currently its photo OR text blocks. I’m aware the photo option allows for a single custom positionable text block. Upload fonts at a global level We are extremely anxious to get our products listed, I hope these items can be resolved as these all make Amazon Custom more seller friendly. Thanks! Chris",https://sellercentral.amazon.com/forums/t/amazon-custom-improvement-comments/151734
Amazon web browser tracking…. How do I stop it?,Amazon Custom,Amazon Custom Forum,"I have noticed for the past few months when I look at items on the web, NOT Amazon, other selling sites, that I get emails from Amazon with those items in them. This disturbs me to know that Amazon is tracking my movements and searches for items. I DON""T like it one bit… does anyone know how to put a stop to it? thanks…",https://sellercentral.amazon.com/forums/t/amazon-web-browser-tracking-how-do-i-stop-it/158023
The buyer who want to know ( Panasonic BDT270 blu ray player ),Amazon Custom,Amazon Custom Forum,"Hi, amazon, i need your help me problem with the buyer Javier who asks me about where is this item shipping from ? and is item brand new ? hipping inquiry from Amazon customer Javier Gonzalez From: Javier Gonzalez (ksfkvmxwm84mjfs@marketplace.amazon.com) Sent: Friday, March 25, 2016 2:53 PM Hi: Im interested in s Panasonic BDT270 bluray player. Where is this item shipping from? And is item brand new? Thanks",https://sellercentral.amazon.com/forums/t/the-buyer-who-want-to-know-panasonic-bdt270-blu-ray-player/156720
Is anyone who is up and running on AZ custom available for a quick call?,Amazon Custom,Amazon Custom Forum,"My main questions concern the files and information we receive after a customer has placed a custom order. We are a digital printer, so I would like to be able to test the system before we offer our products for sales.",https://sellercentral.amazon.com/forums/t/is-anyone-who-is-up-and-running-on-az-custom-available-for-a-quick-call/156484
Is there a way to list a item that has no UPC code?,Amazon Custom,Amazon Custom Forum,Is there a way to list a item that has no UPC code??? I sell electronic parts and most of them have no upc codes is their a way to get around the problum and list them ???,https://sellercentral.amazon.com/forums/t/is-there-a-way-to-list-a-item-that-has-no-upc-code/148290
Only select customers,Amazon Custom,Amazon Custom Forum,"Is there any way to offer certain products to ONLY certain customers? e.g. I have “teacher’s guides” [TGs] that go with our “student manuals”. These TGs have answers to the questions, plus tests and their answers. Therefore, I don’t want the students to have access to buying these, but would like to be able to send the Teacher’s some sort of access code.",https://sellercentral.amazon.com/forums/t/only-select-customers/142607
Fonts and Thread Colors,Amazon Custom,Amazon Custom Forum,I wondered if there is a way to not have to enter every thread hex and every font on every listing? It can be quite cumbersome! Has anyone found a way to do feeds to accomplish any of these tasks? many thanks!,https://sellercentral.amazon.com/forums/t/fonts-and-thread-colors/140751
Receiving Errors when Enabling Customization,Amazon Custom,Amazon Custom Forum,"I was invited to list in the custom category, applied and my application was granted in less than an hour, however, I have not been able to list anything on it, all I keep getting is error messages. Has anyone had any luck successfully listing on this category and if so, what am I doing wrong? No one on Amazon has been able to help me so far. I will add that I have had no problems listing on the Handmade category.",https://sellercentral.amazon.com/forums/t/receiving-errors-when-enabling-customization/140230
Amazon Custom Application ASAP,Amazon Custom,Amazon Custom Forum,I applied for Amazon Custom around 11/15 and I haven’t heard anything back yet. When I called Customer Support they really seemed confused and didn’t know what this was. How can I check on my application? I would really like to get rolling and get those Christmas Sales in this year. Sherry,https://sellercentral.amazon.com/forums/t/amazon-custom-application-asap/97374
Custom Now Button not active,Amazon Custom,Amazon Custom Forum,"I listed my first item yesterday and it has a custom now button. It worked yesterday. When I checked today, it shows as “This product is not available for customization at this moment.” However, in the custom edit area, it shows as active. Please help.",https://sellercentral.amazon.com/forums/t/custom-now-button-not-active/126392
